country,countrycode,year,pop,urbanpop,urbanpopper,emission,emission1996,emissionpc,emissionpc1996,gdp,gdpmil,gdp1996,gdppc,gdppc1996,gdpgrowth,decoup,consume,eneuse,consumeep,consumeff,consumere,co2inten,epdtloss,manuperc,manuexp,polity,ETS,carbontax
Finland,FIN,2005,5246096.00 ,4349276.00 ,82.91 ,70.88 ,0.90 ,13.51 ,0.88 ,238000000000.00 ,237927.56 ,1.40 ,45367.07 ,1.38 ,2.78,297.90 ,22785.44 ,6562.02 ,16117.89 ,49.28 ,31.51 ,1.59 ,4.31 ,24.33 ,84.17 ,10,1 ,1 
Finland,FIN,2006,5266268.00 ,4372951.00 ,83.04 ,82.20 ,1.05 ,15.61 ,1.02 ,248000000000.00 ,247575.99 ,1.46 ,47092.17 ,1.43 ,4.06,332.01 ,23622.65 ,7111.86 ,17215.04 ,51.78 ,31.24 ,1.77 ,3.71 ,25.06 ,81.22 ,10,1 ,1 
Finland,FIN,2007,5288720.00 ,4398523.00 ,83.17 ,80.87 ,1.03 ,15.29 ,1.00 ,260000000000.00 ,260412.31 ,1.54 ,49161.23 ,1.49 ,5.18,310.53 ,24345.76 ,6974.90 ,17160.86 ,49.91 ,31.79 ,1.73 ,3.75 ,25.30 ,80.74 ,10,1 ,1 
Finland,FIN,2008,5313399.00 ,4426008.00 ,83.30 ,72.98 ,0.93 ,13.73 ,0.90 ,262000000000.00 ,262289.02 ,1.55 ,49309.30 ,1.50 ,0.72,278.22 ,24746.41 ,6669.17 ,16349.23 ,47.80 ,34.73 ,1.59 ,4.31 ,23.70 ,81.05 ,10,1 ,1 
Finland,FIN,2009,5338871.00 ,4454167.00 ,83.43 ,69.02 ,0.88 ,12.93 ,0.84 ,241000000000.00 ,240600.24 ,1.42 ,45140.63 ,1.37 ,-8.27,286.87 ,23961.52 ,6268.30 ,15243.11 ,48.53 ,32.60 ,1.59 ,3.85 ,19.13 ,76.98 ,10,1 ,1 
Finland,FIN,2010,5363352.00 ,4481510.00 ,83.56 ,77.32 ,0.98 ,14.42 ,0.94 ,248000000000.00 ,247799.82 ,1.46 ,46239.74 ,1.40 ,2.99,312.03 ,24583.59 ,6828.78 ,16484.09 ,48.88 ,33.58 ,1.70 ,3.43 ,19.53 ,76.59 ,10,1 ,1 
Finland,FIN,2011,5388272.00 ,4509337.00 ,83.69 ,69.68 ,0.89 ,12.93 ,0.84 ,254000000000.00 ,254170.30 ,1.50 ,47139.42 ,1.43 ,2.57,274.15 ,25186.88 ,6537.64 ,15710.97 ,47.08 ,35.26 ,1.61 ,3.67 ,18.87 ,73.71 ,10,1 ,1 
Finland,FIN,2012,5413971.00 ,4537936.00 ,83.82 ,64.29 ,0.82 ,11.88 ,0.77 ,251000000000.00 ,250545.35 ,1.48 ,46361.53 ,1.41 ,-1.43,256.62 ,25151.72 ,6275.77 ,15689.22 ,43.09 ,38.80 ,1.45 ,4.14 ,16.86 ,71.92 ,10,1 ,1 
Finland,FIN,2013,5438972.00 ,4566126.00 ,83.95 ,65.16 ,0.83 ,11.98 ,0.78 ,249000000000.00 ,248646.12 ,1.47 ,45780.71 ,1.39 ,-0.76,262.06 ,24922.64 ,6116.23 ,15510.84 ,42.56 ,38.48 ,1.42 ,3.66 ,16.94 ,69.81 ,10,1 ,1 
Finland,FIN,2014,5461512.00 ,4592367.00 ,84.09 ,61.06 ,0.78 ,11.18 ,0.73 ,247000000000.00 ,247075.36 ,1.46 ,45225.57 ,1.37 ,-0.63,247.14 ,25008.69 ,6213.36 ,15249.99 ,42.10 ,41.24 ,1.39 ,4.07 ,16.90 ,68.17 ,10,1 ,1 
France,FRN,1996,59753100.00 ,44863823.00 ,75.08 ,571.45 ,1.00 ,9.56 ,1.00 ,2060000000000.00 ,2061319.66 ,1.00 ,34475.20 ,1.00 ,1.39,277.22 ,18557.60 ,4191.92 ,6905.16 ,53.85 ,10.49 ,1.50 ,6.28 ,15.84 ,79.67 ,9,0 ,0 
France,FRN,1997,59964851.00 ,45123550.00 ,75.25 ,564.64 ,0.99 ,9.42 ,0.98 ,2110000000000.00 ,2109499.57 ,1.02 ,35187.28 ,1.02 ,2.34,267.66 ,18608.65 ,4049.23 ,6833.14 ,52.90 ,9.99 ,1.45 ,5.91 ,16.04 ,80.21 ,9,0 ,0 
France,FRN,1998,60186288.00 ,45390693.00 ,75.42 ,581.12 ,1.02 ,9.66 ,1.01 ,2180000000000.00 ,2184517.62 ,1.06 ,36220.87 ,1.05 ,3.56,266.02 ,19286.58 ,4151.63 ,7015.50 ,54.79 ,9.71 ,1.51 ,6.21 ,16.02 ,81.72 ,9,0 ,0 
France,FRN,1999,60496718.00 ,45743988.00 ,75.61 ,569.05 ,1.00 ,9.41 ,0.98 ,2260000000000.00 ,2258946.30 ,1.10 ,37357.40 ,1.08 ,3.41,251.91 ,19859.45 ,4123.53 ,7149.30 ,54.02 ,9.78 ,1.48 ,5.79 ,15.77 ,82.33 ,9,0 ,0 
France,FRN,2000,60912500.00 ,46214923.00 ,75.87 ,566.36 ,0.99 ,9.30 ,0.97 ,2350000000000.00 ,2346484.13 ,1.14 ,38579.93 ,1.12 ,3.88,241.37 ,20448.46 ,4135.48 ,7224.53 ,52.81 ,9.26 ,1.44 ,5.68 ,15.73 ,80.92 ,9,0 ,0 
France,FRN,2001,61357430.00 ,46709571.00 ,76.13 ,567.29 ,0.99 ,9.25 ,0.97 ,2390000000000.00 ,2392344.98 ,1.16 ,38952.09 ,1.13 ,1.95,237.13 ,20816.83 ,4246.00 ,7342.26 ,53.40 ,9.40 ,1.45 ,5.62 ,15.22 ,81.73 ,9,0 ,0 
France,FRN,2002,61805267.00 ,47206863.00 ,76.38 ,561.70 ,0.98 ,9.09 ,0.95 ,2420000000000.00 ,2419102.33 ,1.17 ,39155.24 ,1.14 ,1.12,232.19 ,21094.98 ,4225.47 ,7299.25 ,52.81 ,8.67 ,1.44 ,5.58 ,14.71 ,81.45 ,9,0 ,0 
France,FRN,2003,62244886.00 ,47699501.00 ,76.63 ,567.14 ,0.99 ,9.11 ,0.95 ,2440000000000.00 ,2438927.64 ,1.18 ,39200.01 ,1.14 ,0.82,232.53 ,21262.22 ,4270.95 ,7529.55 ,52.69 ,8.85 ,1.43 ,5.65 ,14.19 ,80.88 ,9,0 ,0 
France,FRN,2004,62704895.00 ,48209404.00 ,76.88 ,567.22 ,0.99 ,9.05 ,0.95 ,2510000000000.00 ,2506886.50 ,1.22 ,40028.77 ,1.16 ,2.79,226.27 ,21527.69 ,4301.74 ,7661.49 ,52.42 ,8.89 ,1.42 ,5.58 ,13.76 ,80.92 ,9,0 ,0 
France,FRN,2005,63179351.00 ,48730233.00 ,77.13 ,569.14 ,1.00 ,9.01 ,0.94 ,2550000000000.00 ,2547190.06 ,1.24 ,40361.29 ,1.17 ,1.61,223.44 ,21903.01 ,4287.16 ,7652.86 ,52.30 ,8.60 ,1.42 ,5.64 ,13.31 ,80.15 ,9,1 ,0 
France,FRN,2006,63621381.00 ,49228316.00 ,77.38 ,557.34 ,0.98 ,8.76 ,0.92 ,2610000000000.00 ,2607684.48 ,1.27 ,41023.94 ,1.19 ,2.37,213.73 ,22230.82 ,4188.84 ,7540.30 ,51.89 ,8.46 ,1.41 ,5.59 ,12.80 ,79.39 ,9,1 ,0 
France,FRN,2007,64016227.00 ,49690036.00 ,77.62 ,548.92 ,0.96 ,8.57 ,0.90 ,2670000000000.00 ,2669264.92 ,1.29 ,41708.18 ,1.21 ,2.36,205.64 ,22645.04 ,4115.53 ,7513.58 ,51.69 ,9.32 ,1.40 ,5.61 ,12.68 ,79.11 ,9,1 ,0 
France,FRN,2008,64374989.00 ,50124941.00 ,77.86 ,541.89 ,0.95 ,8.42 ,0.88 ,2670000000000.00 ,2674477.85 ,1.30 ,41475.74 ,1.20 ,0.20,202.61 ,22618.42 ,4110.59 ,7643.45 ,50.84 ,10.47 ,1.38 ,5.89 ,12.09 ,77.57 ,9,1 ,0 
France,FRN,2009,64707044.00 ,50540084.00 ,78.11 ,519.49 ,0.91 ,8.03 ,0.84 ,2600000000000.00 ,2595812.34 ,1.26 ,40181.10 ,1.17 ,-2.94,200.13 ,22550.28 ,3913.46 ,7338.04 ,50.85 ,11.22 ,1.39 ,6.57 ,11.51 ,78.66 ,9,1 ,0 
France,FRN,2010,65027507.00 ,50945800.00 ,78.34 ,527.68 ,0.92 ,8.11 ,0.85 ,2650000000000.00 ,2646837.11 ,1.28 ,40751.99 ,1.18 ,1.97,199.36 ,22852.28 ,4016.85 ,7734.73 ,49.84 ,11.85 ,1.35 ,6.28 ,11.25 ,78.44 ,9,1 ,0 
France,FRN,2011,65342775.00 ,51348966.00 ,78.58 ,501.18 ,0.88 ,7.67 ,0.80 ,2700000000000.00 ,2701870.92 ,1.31 ,41320.56 ,1.20 ,2.08,185.49 ,22850.05 ,3847.07 ,7232.98 ,48.49 ,10.91 ,1.32 ,5.83 ,11.37 ,76.49 ,9,1 ,0 
France,FRN,2012,65659789.00 ,51753046.00 ,78.82 ,499.93 ,0.87 ,7.61 ,0.80 ,2710000000000.00 ,2706807.05 ,1.31 ,41273.36 ,1.20 ,0.18,184.69 ,22690.15 ,3836.66 ,7363.43 ,48.83 ,12.37 ,1.32 ,6.72 ,11.33 ,77.03 ,9,1 ,0 
France,FRN,2013,65998660.00 ,52175241.00 ,79.06 ,497.97 ,0.87 ,7.55 ,0.79 ,2720000000000.00 ,2722404.80 ,1.32 ,41212.96 ,1.20 ,0.58,182.91 ,22685.15 ,3833.54 ,7367.86 ,48.48 ,13.48 ,1.32 ,6.63 ,11.35 ,77.23 ,9,1 ,0 
France,FRN,2014,66316092.00 ,52581366.00 ,79.29 ,470.04 ,0.82 ,7.09 ,0.74 ,2750000000000.00 ,2748201.94 ,1.33 ,41468.06 ,1.20 ,0.95,171.04 ,22745.68 ,3657.99 ,6937.86 ,46.21 ,13.35 ,1.25 ,6.35 ,11.31 ,77.72 ,9,1 ,0 
Germany,GER,1996,81914831.00 ,59987869.00 ,73.23 ,1154.42 ,1.00 ,14.09 ,1.00 ,2860000000000.00 ,2864208.66 ,1.00 ,34914.31 ,1.00 ,0.82,403.05 ,20872.39 ,4246.55 ,6403.33 ,85.91 ,2.25 ,2.56 ,4.64 ,22.21 ,84.63 ,10,0 ,0 
Germany,GER,1997,82034771.00 ,60024842.00 ,73.17 ,1120.29 ,0.97 ,13.66 ,0.97 ,2920000000000.00 ,2917173.63 ,1.02 ,35594.66 ,1.02 ,1.85,384.03 ,21005.32 ,4203.36 ,6427.80 ,84.63 ,2.82 ,2.50 ,4.00 ,22.37 ,85.48 ,10,0 ,0 
Germany,GER,1998,82047195.00 ,59979781.00 ,73.10 ,1095.15 ,0.95 ,13.35 ,0.95 ,2970000000000.00 ,2974922.53 ,1.04 ,36198.68 ,1.04 ,1.98,368.13 ,21265.95 ,4177.29 ,6479.49 ,84.92 ,3.05 ,2.50 ,4.37 ,22.61 ,86.91 ,10,0 ,0 
Germany,GER,1999,82100243.00 ,59985722.00 ,73.06 ,1063.23 ,0.92 ,12.95 ,0.92 ,3030000000000.00 ,3034038.26 ,1.06 ,36906.10 ,1.06 ,1.99,350.43 ,21795.82 ,4079.93 ,6505.13 ,83.93 ,3.26 ,2.46 ,4.21 ,22.34 ,86.34 ,10,0 ,0 
Germany,GER,2000,82211508.00 ,60069483.00 ,73.07 ,1062.24 ,0.92 ,12.92 ,0.92 ,3120000000000.00 ,3123907.85 ,1.09 ,37950.89 ,1.09 ,2.96,340.04 ,22227.65 ,4094.06 ,6635.42 ,83.62 ,3.70 ,2.47 ,5.96 ,22.98 ,83.66 ,10,0 ,0 
Germany,GER,2001,82349925.00 ,60208501.00 ,73.11 ,1076.76 ,0.93 ,13.08 ,0.93 ,3180000000000.00 ,3176872.81 ,1.11 ,38615.70 ,1.11 ,1.70,338.94 ,22548.50 ,4209.80 ,6762.65 ,83.61 ,3.90 ,2.46 ,5.70 ,22.69 ,86.63 ,10,0 ,0 
Germany,GER,2002,82488495.00 ,60360131.00 ,73.17 ,1055.64 ,0.91 ,12.80 ,0.91 ,3180000000000.00 ,3176872.81 ,1.11 ,38550.83 ,1.10 ,0.00,332.29 ,22336.46 ,4108.40 ,6900.78 ,83.28 ,4.41 ,2.45 ,4.72 ,22.09 ,87.15 ,10,0 ,0 
Germany,GER,2003,82534176.00 ,60442253.00 ,73.23 ,1052.93 ,0.91 ,12.76 ,0.91 ,3150000000000.00 ,3154320.00 ,1.10 ,38166.01 ,1.09 ,-0.71,333.81 ,22349.62 ,4084.50 ,7009.73 ,83.18 ,5.06 ,2.44 ,4.47 ,22.21 ,84.03 ,10,0 ,0 
Germany,GER,2004,82516260.00 ,60475342.00 ,73.29 ,1037.03 ,0.90 ,12.57 ,0.89 ,3190000000000.00 ,3191224.61 ,1.11 ,38659.05 ,1.11 ,1.17,324.96 ,22523.94 ,4114.39 ,7108.96 ,82.57 ,5.83 ,2.41 ,4.62 ,22.38 ,83.59 ,10,0 ,0 
Germany,GER,2005,82469422.00 ,60495445.00 ,73.36 ,1014.86 ,0.88 ,12.31 ,0.87 ,3210000000000.00 ,3213777.44 ,1.12 ,38923.52 ,1.11 ,0.71,315.79 ,22629.63 ,4086.50 ,7138.22 ,81.86 ,6.76 ,2.37 ,4.76 ,22.45 ,86.06 ,10,1 ,0 
Germany,GER,2006,82376451.00 ,60541749.00 ,73.49 ,1023.37 ,0.89 ,12.42 ,0.88 ,3330000000000.00 ,3332692.33 ,1.16 ,40424.17 ,1.16 ,3.70,307.07 ,22994.66 ,4204.65 ,7212.44 ,81.27 ,7.75 ,2.36 ,4.49 ,23.13 ,84.97 ,10,1 ,0 
Germany,GER,2007,82266372.00 ,60626203.00 ,73.70 ,997.41 ,0.86 ,12.12 ,0.86 ,3440000000000.00 ,3441355.94 ,1.20 ,41815.38 ,1.20 ,3.26,289.83 ,23025.43 ,3985.81 ,7229.09 ,81.27 ,9.41 ,2.38 ,4.63 ,23.44 ,82.59 ,10,1 ,0 
Germany,GER,2008,82110097.00 ,60675256.00 ,73.89 ,1000.00 ,0.87 ,12.18 ,0.86 ,3480000000000.00 ,3478602.26 ,1.21 ,42382.12 ,1.21 ,1.08,287.47 ,23206.89 ,4036.83 ,7187.76 ,80.80 ,8.59 ,2.35 ,4.75 ,22.51 ,82.10 ,10,1 ,0 
Germany,GER,2009,81902307.00 ,60683876.00 ,74.09 ,931.56 ,0.81 ,11.37 ,0.81 ,3280000000000.00 ,3283144.46 ,1.15 ,40047.71 ,1.15 ,-5.62,283.74 ,23300.85 ,3790.50 ,6817.16 ,79.97 ,9.63 ,2.33 ,4.24 ,19.93 ,81.54 ,10,1 ,0 
Germany,GER,2010,81776930.00 ,60752899.00 ,74.29 ,965.97 ,0.84 ,11.81 ,0.84 ,3420000000000.00 ,3417094.56 ,1.19 ,41821.09 ,1.20 ,4.08,282.69 ,23423.24 ,3997.08 ,7264.32 ,79.56 ,10.29 ,2.32 ,3.83 ,22.19 ,82.22 ,10,1 ,0 
Germany,GER,2011,80274983.00 ,59795229.00 ,74.49 ,945.40 ,0.82 ,11.78 ,0.84 ,3540000000000.00 ,3542160.23 ,1.24 ,44098.42 ,1.26 ,3.66,266.90 ,24183.62 ,3869.82 ,7281.27 ,80.37 ,11.39 ,2.36 ,4.08 ,22.90 ,83.23 ,10,1 ,0 
Germany,GER,2012,80425823.00 ,60068439.00 ,74.69 ,951.85 ,0.82 ,11.84 ,0.84 ,3560000000000.00 ,3559587.40 ,1.24 ,44264.39 ,1.27 ,0.49,267.40 ,24462.17 ,3876.95 ,7270.15 ,80.63 ,12.02 ,2.37 ,3.94 ,22.73 ,83.58 ,10,1 ,0 
Germany,GER,2013,80645605.00 ,60395494.00 ,74.89 ,970.72 ,0.84 ,12.04 ,0.85 ,3580000000000.00 ,3577014.59 ,1.25 ,44391.76 ,1.27 ,0.49,271.38 ,24545.14 ,3939.53 ,7217.53 ,81.09 ,12.09 ,2.38 ,3.87 ,22.44 ,83.49 ,10,1 ,0 
Germany,GER,2014,80982500.00 ,60812999.00 ,75.09 ,928.83 ,0.80 ,11.47 ,0.81 ,3650000000000.00 ,3646039.90 ,1.27 ,45071.47 ,1.29 ,1.93,254.75 ,24677.20 ,3779.46 ,7035.48 ,79.71 ,13.38 ,2.35 ,3.88 ,22.88 ,83.62 ,10,1 ,0 
Greece,GRE,1996,10608800.00 ,7663691.00 ,72.24 ,114.83 ,1.00 ,10.82 ,1.00 ,216000000000.00 ,216306.20 ,1.00 ,20360.46 ,1.00 ,2.86,530.87 ,13621.30 ,2206.10 ,3832.67 ,93.46 ,8.21 ,3.43 ,7.68 ,11.14 ,48.54 ,10,0 ,0 
Greece,GRE,1997,10661259.00 ,7714274.00 ,72.36 ,119.66 ,1.04 ,11.22 ,1.04 ,226000000000.00 ,226005.80 ,1.04 ,21198.25 ,1.04 ,4.48,529.45 ,14159.03 ,2282.14 ,3989.12 ,93.51 ,7.83 ,3.44 ,7.56 ,10.07 ,52.09 ,10,0 ,0 
Greece,GRE,1998,10720509.00 ,7770011.00 ,72.48 ,125.38 ,1.09 ,11.70 ,1.08 ,235000000000.00 ,234808.51 ,1.09 ,21920.60 ,1.08 ,3.89,533.96 ,14723.70 ,2389.79 ,4175.73 ,94.09 ,7.38 ,3.43 ,6.87 ,9.93 ,54.22 ,10,0 ,0 
Greece,GRE,1999,10761698.00 ,7812670.00 ,72.60 ,125.87 ,1.10 ,11.70 ,1.08 ,242000000000.00 ,242023.23 ,1.12 ,22487.16 ,1.10 ,3.07,520.07 ,15180.30 ,2390.08 ,4316.33 ,94.18 ,7.83 ,3.37 ,6.77 ,10.64 ,51.04 ,10,0 ,0 
Greece,GRE,2000,10805808.00 ,7857551.00 ,72.72 ,128.88 ,1.12 ,11.93 ,1.10 ,252000000000.00 ,251509.98 ,1.16 ,23320.79 ,1.15 ,3.92,512.41 ,15499.84 ,2506.64 ,4586.33 ,94.59 ,7.52 ,3.38 ,8.00 ,10.63 ,49.88 ,10,0 ,0 
Greece,GRE,2001,10862132.00 ,7919906.00 ,72.91 ,129.75 ,1.13 ,11.95 ,1.10 ,262000000000.00 ,261901.40 ,1.21 ,24120.49 ,1.18 ,4.13,495.42 ,15978.21 ,2578.11 ,4719.15 ,94.39 ,6.81 ,3.35 ,9.31 ,11.17 ,51.55 ,10,0 ,0 
Greece,GRE,2002,10902022.00 ,7991509.00 ,73.30 ,129.75 ,1.13 ,11.90 ,1.10 ,272000000000.00 ,272175.46 ,1.26 ,24949.50 ,1.23 ,3.92,476.70 ,16729.32 ,2597.75 ,4909.64 ,94.07 ,7.02 ,3.31 ,7.38 ,11.03 ,55.41 ,10,0 ,0 
Greece,GRE,2003,10928070.00 ,8052786.00 ,73.69 ,134.20 ,1.17 ,12.28 ,1.13 ,288000000000.00 ,287946.75 ,1.33 ,26354.15 ,1.29 ,5.79,466.05 ,17445.99 ,2666.45 ,5091.29 ,93.99 ,7.28 ,3.29 ,8.51 ,10.20 ,57.79 ,10,0 ,0 
Greece,GRE,2004,10955141.00 ,8114802.00 ,74.07 ,134.96 ,1.18 ,12.32 ,1.14 ,303000000000.00 ,302519.71 ,1.40 ,27658.25 ,1.36 ,5.06,446.12 ,18030.58 ,2711.47 ,5200.02 ,93.78 ,7.54 ,3.27 ,8.84 ,9.69 ,59.26 ,10,0 ,0 
Greece,GRE,2005,10987314.00 ,8180275.00 ,74.45 ,138.88 ,1.21 ,12.64 ,1.17 ,304000000000.00 ,304332.23 ,1.41 ,27668.27 ,1.36 ,0.60,456.35 ,18557.54 ,2753.05 ,5297.20 ,93.41 ,7.72 ,3.26 ,9.42 ,9.57 ,55.97 ,10,1 ,0 
Greece,GRE,2006,11020362.00 ,8246206.00 ,74.83 ,135.15 ,1.18 ,12.26 ,1.13 ,322000000000.00 ,321534.41 ,1.49 ,29218.64 ,1.44 ,5.65,420.31 ,19016.59 ,2742.63 ,5434.58 ,92.89 ,8.21 ,3.22 ,8.47 ,9.55 ,51.61 ,10,1 ,0 
Greece,GRE,2007,11048473.00 ,8308341.00 ,75.20 ,137.92 ,1.20 ,12.48 ,1.15 ,332000000000.00 ,332060.63 ,1.54 ,30049.40 ,1.48 ,3.27,415.35 ,19741.39 ,2734.76 ,5701.33 ,93.03 ,7.92 ,3.25 ,7.75 ,9.59 ,53.33 ,10,1 ,0 
Greece,GRE,2008,11077841.00 ,8371303.00 ,75.57 ,134.63 ,1.17 ,12.15 ,1.12 ,331000000000.00 ,330947.66 ,1.53 ,29879.47 ,1.47 ,-0.34,406.80 ,20394.69 ,2745.49 ,5805.19 ,92.78 ,8.11 ,3.16 ,8.03 ,9.62 ,46.76 ,10,1 ,0 
Greece,GRE,2009,11107017.00 ,8433780.00 ,75.93 ,127.16 ,1.11 ,11.45 ,1.06 ,317000000000.00 ,316714.48 ,1.46 ,28540.52 ,1.40 ,-4.30,401.48 ,20001.40 ,2649.66 ,5627.88 ,92.37 ,8.92 ,3.12 ,5.28 ,8.54 ,46.48 ,10,1 ,0 
Greece,GRE,2010,11121341.00 ,8484693.00 ,76.29 ,120.92 ,1.05 ,10.87 ,1.00 ,299000000000.00 ,299361.58 ,1.38 ,26885.25 ,1.32 ,-5.48,403.91 ,18673.47 ,2482.11 ,5333.44 ,90.39 ,11.09 ,3.04 ,6.59 ,8.19 ,40.83 ,10,1 ,0 
Greece,GRE,2011,11104899.00 ,8511794.00 ,76.65 ,118.05 ,1.03 ,10.63 ,0.98 ,272000000000.00 ,272022.40 ,1.26 ,24493.69 ,1.20 ,-9.13,433.98 ,16878.18 ,2407.76 ,5389.33 ,90.85 ,11.09 ,2.99 ,4.77 ,8.89 ,37.72 ,10,1 ,0 
Greece,GRE,2012,11045011.00 ,8504658.00 ,77.00 ,114.43 ,1.00 ,10.36 ,0.96 ,252000000000.00 ,252163.42 ,1.17 ,22815.73 ,1.12 ,-7.30,453.80 ,15608.24 ,2403.23 ,5534.90 ,90.14 ,13.86 ,3.02 ,2.65 ,9.10 ,32.25 ,10,1 ,0 
Greece,GRE,2013,10965211.00 ,8480823.00 ,77.34 ,104.92 ,0.91 ,9.57 ,0.88 ,244000000000.00 ,243989.73 ,1.13 ,22252.19 ,1.09 ,-3.24,430.03 ,15317.93 ,2128.01 ,5029.00 ,88.01 ,16.29 ,2.98 ,6.82 ,9.52 ,31.34 ,10,1 ,0 
Greece,GRE,2014,10892413.00 ,8461009.00 ,77.68 ,102.21 ,0.89 ,9.38 ,0.87 ,246000000000.00 ,245794.71 ,1.14 ,22584.53 ,1.11 ,0.74,415.83 ,15516.37 ,2123.90 ,5062.61 ,86.06 ,16.09 ,2.91 ,8.24 ,9.51 ,32.84 ,10,1 ,0 
Hungary,HUN,1996,10311238.00 ,6710863.00 ,65.08 ,78.33 ,1.00 ,7.60 ,1.00 ,92478389591.00 ,92478.39 ,1.00 ,8968.70 ,1.00 ,0.01,847.05 ,4779.79 ,2572.97 ,3162.37 ,81.95 ,5.14 ,2.34 ,13.33 ,21.18 ,70.46 ,10,0 ,0 
Hungary,HUN,1997,10290486.00 ,6684288.00 ,64.96 ,76.82 ,0.98 ,7.47 ,0.98 ,95567319086.00 ,95567.32 ,1.03 ,9286.96 ,1.04 ,3.34,803.85 ,4887.57 ,2527.30 ,3188.38 ,81.89 ,5.23 ,2.34 ,13.38 ,22.85 ,76.64 ,10,0 ,0 
Hungary,HUN,1998,10266570.00 ,6655715.00 ,64.83 ,76.42 ,0.98 ,7.44 ,0.98 ,99615405210.00 ,99615.41 ,1.08 ,9702.89 ,1.08 ,4.24,767.12 ,5134.01 ,2502.20 ,3215.68 ,82.17 ,5.19 ,2.30 ,13.22 ,23.31 ,81.56 ,10,0 ,0 
Hungary,HUN,1999,10237530.00 ,6623887.00 ,64.70 ,76.98 ,0.98 ,7.52 ,0.99 ,103000000000.00 ,102790.04 ,1.11 ,10061.02 ,1.12 ,3.19,748.87 ,5493.24 ,2490.71 ,3321.41 ,81.74 ,5.16 ,2.31 ,12.93 ,22.68 ,85.36 ,10,0 ,0 
Hungary,HUN,2000,10210971.00 ,6593735.00 ,64.58 ,74.17 ,0.95 ,7.26 ,0.96 ,107000000000.00 ,107116.66 ,1.16 ,10478.93 ,1.17 ,4.21,692.46 ,5680.08 ,2448.14 ,3309.28 ,80.54 ,5.17 ,2.23 ,13.75 ,22.35 ,86.28 ,10,0 ,0 
Hungary,HUN,2001,10187576.00 ,6588305.00 ,64.67 ,76.27 ,0.97 ,7.49 ,0.99 ,111000000000.00 ,111230.49 ,1.20 ,10895.62 ,1.21 ,3.84,685.68 ,5950.46 ,2512.67 ,3426.72 ,80.98 ,5.12 ,2.23 ,12.84 ,22.15 ,85.25 ,10,0 ,0 
Hungary,HUN,2002,10158608.00 ,6611324.00 ,65.08 ,74.51 ,0.95 ,7.33 ,0.97 ,116000000000.00 ,116267.24 ,1.26 ,11418.89 ,1.27 ,4.53,640.86 ,6437.02 ,2520.15 ,3545.17 ,80.79 ,5.17 ,2.19 ,12.17 ,21.32 ,86.46 ,10,0 ,0 
Hungary,HUN,2003,10129552.00 ,6633742.00 ,65.49 ,77.63 ,0.99 ,7.66 ,1.01 ,121000000000.00 ,120741.92 ,1.31 ,11945.25 ,1.33 ,3.85,642.94 ,7000.39 ,2580.21 ,3637.28 ,83.14 ,5.01 ,2.26 ,12.42 ,21.47 ,87.16 ,10,0 ,0 
Hungary,HUN,2004,10107146.00 ,6660205.00 ,65.90 ,76.70 ,0.98 ,7.59 ,1.00 ,127000000000.00 ,126784.95 ,1.37 ,12565.37 ,1.40 ,5.00,604.95 ,7164.00 ,2579.29 ,3680.17 ,81.82 ,4.63 ,2.20 ,11.81 ,21.91 ,88.29 ,10,0 ,0 
Hungary,HUN,2005,10087065.00 ,6693171.00 ,66.35 ,76.59 ,0.98 ,7.59 ,1.00 ,132000000000.00 ,132348.55 ,1.43 ,13086.07 ,1.46 ,4.39,578.71 ,7388.83 ,2731.04 ,3771.36 ,80.37 ,4.66 ,2.11 ,11.02 ,21.93 ,85.16 ,10,1 ,0 
Hungary,HUN,2006,10071370.00 ,6734020.00 ,66.86 ,75.48 ,0.96 ,7.49 ,0.99 ,137000000000.00 ,137445.52 ,1.49 ,13602.92 ,1.52 ,3.85,549.16 ,7521.24 ,2713.26 ,3882.49 ,80.06 ,5.36 ,2.10 ,11.05 ,22.57 ,83.96 ,10,1 ,0 
Hungary,HUN,2007,10055780.00 ,6774378.00 ,67.37 ,73.69 ,0.94 ,7.33 ,0.96 ,138000000000.00 ,138043.08 ,1.49 ,13723.45 ,1.53 ,0.43,533.82 ,7619.14 ,2658.04 ,3976.52 ,78.97 ,6.14 ,2.10 ,9.91 ,22.11 ,81.19 ,10,1 ,0 
Hungary,HUN,2008,10038188.00 ,6812918.00 ,67.87 ,71.88 ,0.92 ,7.16 ,0.94 ,139000000000.00 ,139224.06 ,1.51 ,13847.12 ,1.54 ,0.86,516.30 ,7539.74 ,2636.65 ,3988.77 ,77.82 ,6.76 ,2.07 ,9.71 ,21.29 ,80.33 ,10,1 ,0 
Hungary,HUN,2009,10022650.00 ,6852085.00 ,68.37 ,65.69 ,0.84 ,6.55 ,0.86 ,130000000000.00 ,130035.31 ,1.41 ,12970.62 ,1.45 ,-6.60,505.19 ,7050.34 ,2478.10 ,3773.15 ,74.17 ,8.40 ,1.95 ,10.04 ,20.17 ,82.19 ,10,1 ,0 
Hungary,HUN,2010,10000023.00 ,6885916.00 ,68.86 ,66.12 ,0.84 ,6.61 ,0.87 ,131000000000.00 ,130922.64 ,1.42 ,13099.97 ,1.46 ,0.68,505.05 ,6877.00 ,2568.95 ,3876.49 ,74.27 ,13.46 ,1.96 ,10.17 ,21.52 ,82.56 ,10,1 ,0 
